contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.974687859,0.370492942,Inf,1,-0.067448116,0.946224965,0.974687859,0.028565997,0.029307842,tumor16SProximity_v3,CHRNA7,165,0.024486572,6330,8,0.021472393,326,0.999992957,-0.036987821,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.038587411,0.333850065,Inf,1,0.11778494,0.906238063,1.038587411,0.0392376,0.037779776,tumor16SProximity_v3,CHST11,237,0.035229068,6330,11,0.030674847,326,0.994339658,0.054622644,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.144718797,0.461131592,Inf,1,0.335520419,0.737232544,1.144718797,0.029726688,0.025968551,tumor16SProximity_v3,CHST9,171,0.025118483,6330,7,0.021472393,326,0.960120652,0.194993241,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.625298498,0.513285443,Inf,1,1.537923314,0.124067366,1.625298498,0.060396424,0.037160204,tumor16SProximity_v3,CHTF8,373,0.050394945,6330,11,0.030674847,326,0.710155576,0.700704704,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.761866337,0.325296844,Inf,1,-0.637004543,0.524121884,0.761866337,0.015606503,0.020484569,tumor16SProximity_v3,CHUK,95,0.014691943,6330,6,0.018404908,326,0.905218998,-0.392390183,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.040580261,0.114237415,Inf,1,0.362339453,0.717098379,1.040580261,0.37546757,0.36082519,tumor16SProximity_v3,CIB1,2364,0.228120063,6330,106,0.242331288,326,0.957485229,0.057388246,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.75690075,0.191316238,Inf,1,-1.101915754,0.270498299,0.75690075,0.048997097,0.064733846,tumor16SProximity_v3,CIB2,296,0.043127962,6330,19,0.049079755,326,0.824530765,-0.401823958,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.891386623,0.212465548,Inf,1,-0.482379299,0.629536524,0.891386623,0.061299668,0.068768889,tumor16SProximity_v3,CIC,372,0.052922591,6330,20,0.058282209,326,0.935527594,-0.165876784,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.892405331,0.334344993,Inf,1,-0.303838318,0.761251072,0.892405331,0.024607341,0.027574175,tumor16SProximity_v3,CIDEA,146,0.022116904,6330,8,0.024539877,326,0.966464761,-0.164228963,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.888540572,1.009322453,Inf,1,1.189651832,0.234183265,1.888540572,0.025295721,0.013394322,tumor16SProximity_v3,CIITA,154,0.022748815,6330,4,0.012269939,326,0.80881502,0.917271778,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.633051221,1.551325022,Inf,1,1.64322173,0.100337065,2.633051221,0.02743324,0.010418802,tumor16SProximity_v3,CIR1,167,0.024012638,6330,3,0.009202454,326,0.68111327,1.396735586,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.58871017,0.265962699,Inf,1,-1.17276288,0.240890908,0.58871017,0.011897684,0.020209747,tumor16SProximity_v3,CISH,73,0.011058452,6330,6,0.018404908,326,0.80881502,-0.764370544,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.186915996,0.293733486,Inf,1,0.692423466,0.488671433,1.186915996,0.078684575,0.066293297,tumor16SProximity_v3,CITED2,491,0.066824645,6330,19,0.055214724,326,0.900109801,0.247217832,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.691805472,0.12357876,Inf,1,-2.062620263,0.039148721,0.691805472,0.083684108,0.120964796,tumor16SProximity_v3,CKAP4,520,0.07093207,6330,36,0.104294479,326,0.574739096,-0.531561671,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.721745773,0.169894212,Inf,1,-1.385265165,0.165971401,0.721745773,0.059331092,0.082204974,tumor16SProximity_v3,CKAP5,362,0.049447077,6330,24,0.064417178,326,0.749477869,-0.470437342,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.23769753,0.288659028,Inf,1,0.91437463,0.360520028,1.23769753,0.092132251,0.074438422,tumor16SProximity_v3,CKB,569,0.075513428,6330,21,0.058282209,326,0.854871761,0.30765879,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.779961198,0.076482573,Inf,1,-2.534289996,0.011267544,0.779961198,0.384268918,0.492676968,tumor16SProximity_v3,CKLF,2428,0.2328594,6330,143,0.300613497,326,0.385112655,-0.358525742,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.619509011,0.389266886,Inf,1,2.005828416,0.044874558,1.619509011,0.10738335,0.066306115,tumor16SProximity_v3,CKS1B,666,0.086887836,6330,19,0.052147239,326,0.581581794,0.695556496,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.985142956,0.22659723,Inf,1,-0.065076379,0.948113187,0.985142956,0.072059654,0.073146393,tumor16SProximity_v3,CLASP1,446,0.06192733,6330,22,0.064417178,326,0.999992957,-0.021595002,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.859208704,0.288039136,Inf,1,-0.452644295,0.650804897,0.859208704,0.029087928,0.033854322,tumor16SProximity_v3,CLASP2,177,0.026540284,6330,10,0.030674847,326,0.940777021,-0.218919487,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.770333038,0.205202783,Inf,1,-0.979542284,0.327312107,0.770333038,0.044101064,0.057249348,tumor16SProximity_v3,CLCF1,266,0.039178515,6330,16,0.049079755,326,0.849212422,-0.376445795,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.85554209,0.34370863,Inf,1,-0.38835704,0.697751832,0.85554209,0.020755694,0.024260284,tumor16SProximity_v3,CLDN1,124,0.018957346,6330,7,0.021472393,326,0.952901608,-0.225089262,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.125646857,0.262270467,Inf,1,0.507983792,0.61146471,1.125646857,0.081130273,0.072074357,tumor16SProximity_v3,CLDN3,513,0.07093207,6330,21,0.055214724,326,0.930530919,0.170754289,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.775243555,0.112142829,Inf,1,-1.759898354,0.078425042,0.775243555,0.164472866,0.21215638,tumor16SProximity_v3,CLDN4,1044,0.12464455,6330,63,0.153374233,326,0.648628284,-0.367278468,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.735403532,1.735645597,Inf,1,1.58591077,0.112759552,2.735403532,0.028833174,0.010540739,tumor16SProximity_v3,CLDN5,163,0.020063191,6330,3,0.009202454,326,0.699651633,1.451753678,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.888327657,0.191115603,Inf,1,-0.550404993,0.582041625,0.888327657,0.072383997,0.081483445,tumor16SProximity_v3,CLDN7,457,0.063507109,6330,24,0.067484663,326,0.926197022,-0.170836186,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.574781967,0.679824286,Inf,1,1.051940934,0.29282665,1.574781967,0.032407836,0.020579252,tumor16SProximity_v3,CLEC10A,191,0.028436019,6330,6,0.015337423,326,0.828455666,0.655152098,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.695064259,0.377490015,Inf,1,-0.669766865,0.503006419,0.695064259,0.009653488,0.013888627,tumor16SProximity_v3,CLEC11A,59,0.008688784,6330,4,0.012269939,326,0.903215597,-0.524781733,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.145654301,0.430932006,Inf,1,0.361498777,0.717726619,1.145654301,0.030627579,0.0267337,tumor16SProximity_v3,CLEC12A,182,0.026698262,6330,8,0.018404908,326,0.957485229,0.19617178,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.787581073,2.818266117,Inf,1,1.789762199,0.073492149,3.787581073,0.025054107,0.006614804,tumor16SProximity_v3,CLEC14A,142,0.020379147,6330,2,0.006134969,326,0.644187911,1.92127677,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.593656059,0.186482912,Inf,1,-1.660018112,0.096910809,0.593656059,0.026687616,0.044954676,tumor16SProximity_v3,CLEC1A,161,0.02385466,6330,13,0.039877301,326,0.676544198,-0.752300764,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.663590312,0.316417012,Inf,1,-0.860042138,0.389765815,0.663590312,0.011787801,0.017763673,tumor16SProximity_v3,CLEC1B,71,0.010900474,6330,5,0.015337423,326,0.872149824,-0.591635271,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.04162878,0.489747978,Inf,1,0.086745592,0.930873736,1.04162878,0.018261979,0.017532137,tumor16SProximity_v3,CLEC2B,108,0.016271722,6330,5,0.015337423,326,0.996850591,0.058841215,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.90028664,0.304105591,Inf,1,-0.310970867,0.755822769,0.90028664,0.031634761,0.035138544,tumor16SProximity_v3,CLEC2D,190,0.027962085,6330,10,0.027607362,326,0.966084084,-0.151543684,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.107332411,0.853244515,Inf,1,0.132314764,0.89473533,1.107332411,0.007806733,0.007050036,tumor16SProximity_v3,CLEC3A,45,0.006635071,6330,2,0.006134969,326,0.992405593,0.147088372,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.032227801,0.345732755,Inf,1,0.094702123,0.924551432,1.032227801,0.035199625,0.034100637,tumor16SProximity_v3,CLEC4A,210,0.030963665,6330,10,0.030674847,326,0.996850591,0.045761392,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.657483133,1.681986394,Inf,1,0.497939028,0.618527018,1.657483133,0.005465396,0.003297407,tumor16SProximity_v3,CLEC4D,34,0.005371248,6330,1,0.003067485,326,0.933300958,0.728994189,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.083059792,0.448889648,Inf,1,0.192513978,0.84733962,1.083059792,0.025782962,0.023805668,tumor16SProximity_v3,CLEC4E,155,0.022274882,6330,7,0.021472393,326,0.984198177,0.115112892,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.243176171,0.510668286,Inf,1,0.529896969,0.596183368,1.243176171,0.034967707,0.028127717,tumor16SProximity_v3,CLEC5A,189,0.025908373,6330,8,0.021472393,326,0.9263506,0.314030756,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.554984465,0.833442571,Inf,1,0.823658527,0.410133611,1.554984465,0.021421335,0.013775916,tumor16SProximity_v3,CLEC6A,123,0.017851501,6330,4,0.012269939,326,0.880926035,0.636900167,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.108196634,0.453147727,Inf,1,0.251241505,0.801627397,1.108196634,0.028776128,0.025966626,tumor16SProximity_v3,CLEC7A,166,0.023538705,6330,7,0.018404908,326,0.975801151,0.14821389,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.784347827,0.299621471,Inf,1,-0.635869667,0.524861375,0.784347827,0.02165342,0.02760691,tumor16SProximity_v3,CLEC9A,128,0.01943128,6330,8,0.021472393,326,0.905218998,-0.35043452,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.0932288,1.851127474,Inf,1,1.886915863,0.059171643,3.0932288,0.031416424,0.010156515,tumor16SProximity_v3,CLECL1P,184,0.027962085,6330,3,0.009202454,326,0.619606048,1.629113551,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.205169243,0.425993994,Inf,1,0.527962124,0.597525625,1.205169243,0.036646664,0.030407898,tumor16SProximity_v3,CLIC4,225,0.033017378,6330,9,0.027607362,326,0.9263506,0.26923576,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.084260884,0.319005433,Inf,1,0.27496436,0.78334362,1.084260884,0.049276188,0.045446801,tumor16SProximity_v3,CLIP1,306,0.042496051,6330,13,0.039877301,326,0.973784488,0.116711925,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.755179677,0.217741693,Inf,1,-0.973879323,0.330116462,0.755179677,0.038923695,0.051542297,tumor16SProximity_v3,CLMN,235,0.033649289,6330,15,0.042944785,326,0.849212422,-0.405108155,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.711577624,0.242401326,Inf,1,-0.998876814,0.317854369,0.711577624,0.024166029,0.033961199,tumor16SProximity_v3,CLMP,146,0.022274882,6330,10,0.024539877,326,0.846607372,-0.490906949,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.827937277,0.706733941,Inf,1,1.56012052,0.118731403,1.827937277,0.044383497,0.024280645,tumor16SProximity_v3,CLN3,269,0.040442338,6330,7,0.021472393,326,0.708861296,0.870216567,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.557185243,0.79322625,Inf,1,0.869419011,0.384617988,1.557185243,0.021377433,0.013728253,tumor16SProximity_v3,CLN5,131,0.020221169,6330,4,0.009202454,326,0.869220275,0.638940578,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.280587285,0.59736877,Inf,1,0.530180539,0.595986763,1.280587285,0.023876907,0.018645279,tumor16SProximity_v3,CLOCK,141,0.020695103,6330,5,0.015337423,326,0.9263506,0.35680559,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.648893813,0.083131194,Inf,1,-3.375840068,0.000735907,0.648893813,0.161604894,0.249046748,tumor16SProximity_v3,CLSTN1,1014,0.123380727,6330,76,0.187116564,326,0.071084001,-0.623945683,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.667925071,0.287317327,Inf,1,-0.938198621,0.348142347,0.667925071,0.013713566,0.020531594,tumor16SProximity_v3,CLSTN2,84,0.013112164,6330,6,0.018404908,326,0.850537524,-0.582241828,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.97406582,0.152903539,Inf,1,-0.16739275,0.867061029,0.97406582,0.166145507,0.170569076,tumor16SProximity_v3,CLTA,1089,0.121169036,6330,50,0.125766871,326,0.988053515,-0.037908833,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.098276059,0.502903252,Inf,1,0.204719893,0.837790978,1.098276059,0.018010517,0.016398898,tumor16SProximity_v3,CLTB,112,0.017377567,6330,5,0.015337423,326,0.982215783,0.135240732,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.226350478,0.289940955,Inf,1,0.863030279,0.388120819,1.226350478,0.080618152,0.065738265,tumor16SProximity_v3,CLTC,493,0.068878357,6330,19,0.052147239,326,0.872149824,0.294371345,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.301799176,0.559246221,Inf,1,0.613944255,0.539252165,1.301799176,0.028029187,0.021531115,tumor16SProximity_v3,CLTCL1,164,0.024170616,6330,6,0.015337423,326,0.911582412,0.380506907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.84539207,0.30176563,Inf,1,-0.470522874,0.637981496,0.84539207,0.077247932,0.091375274,tumor16SProximity_v3,CLU,517,0.039178515,6330,34,0.042944785,326,0.93795974,-0.242307515,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.709398181,1.031170094,Inf,1,0.888775851,0.374123557,1.709398181,0.018707368,0.010943833,tumor16SProximity_v3,CMA1,105,0.015955766,6330,3,0.009202454,326,0.861494846,0.773488492,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.283381193,0.695265803,Inf,1,0.460545067,0.645125031,1.283381193,0.017704634,0.013795304,tumor16SProximity_v3,CMC1,102,0.015007899,6330,4,0.009202454,326,0.93954657,0.359949747,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.986644519,0.227623468,Inf,1,-0.058280004,0.953525595,0.986644519,0.072586503,0.073569053,tumor16SProximity_v3,CMIP,444,0.061453397,6330,21,0.061349693,326,0.999992957,-0.019397709,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.597978286,0.215160474,Inf,1,-1.429077236,0.152982035,0.597978286,0.019477218,0.032571782,tumor16SProximity_v3,CMKLR1,118,0.018483412,6330,9,0.027607362,326,0.741218129,-0.741834997,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.131249611,0.189913086,Inf,1,0.734593676,0.462586991,1.131249611,0.161053977,0.142368205,tumor16SProximity_v3,CMTM4,1002,0.120379147,6330,41,0.098159509,326,0.888820531,0.177917297,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.011258813,0.314292183,Inf,1,0.036023666,0.971263489,1.011258813,0.038200835,0.037775528,tumor16SProximity_v3,CMTM6,234,0.034439179,6330,11,0.033742331,326,0.999992957,0.016152275,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.233794003,4.388911514,Inf,1,1.392095018,0.163893627,4.233794003,0.014149347,0.003342002,tumor16SProximity_v3,CNGA2,81,0.012480253,6330,1,0.003067485,326,0.746715332,2.081951076,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.134948618,0.372709843,Inf,1,0.385474582,0.699885835,1.134948618,0.038913679,0.034286732,tumor16SProximity_v3,CNIH4,238,0.034755134,6330,10,0.027607362,326,0.954117787,0.182626984,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.27720454,0.666625076,Inf,1,0.468776855,0.639229145,1.27720454,0.018139743,0.014202692,tumor16SProximity_v3,CNKSR2,109,0.015955766,6330,4,0.012269939,326,0.93795974,0.352989586,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.113652225,0.220463684,Inf,1,0.543758444,0.586607709,1.113652225,0.107880105,0.096870552,tumor16SProximity_v3,CNN2,672,0.088625592,6330,28,0.076687117,326,0.9263506,0.155298773,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.003923252,0.910759305,Inf,1,1.529428074,0.126158357,2.003923252,0.033831074,0.01688242,tumor16SProximity_v3,CNOT2,210,0.031753555,6330,5,0.015337423,326,0.711771628,1.002827256,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.298500371,0.614468647,Inf,1,0.551991274,0.580954331,1.298500371,0.021624561,0.016653488,tumor16SProximity_v3,CNOT6L,129,0.019589258,6330,5,0.012269939,326,0.925901932,0.376846427,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.195834355,0.283879315,Inf,1,0.753376393,0.451223764,1.195834355,0.081981458,0.068555865,tumor16SProximity_v3,CNP,504,0.069352291,6330,20,0.055214724,326,0.883615931,0.258017563,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.829377831,0.084988826,Inf,1,-1.825646544,0.06790352,0.829377831,0.341493564,0.411746674,tumor16SProximity_v3,CNPY3,2129,0.216903633,6330,117,0.257668712,326,0.630804885,-0.269898609,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.968232341,0.718971134,Inf,1,-0.043475511,0.965322486,0.968232341,0.006760891,0.006982716,tumor16SProximity_v3,CNR1,40,0.006319115,6330,2,0.006134969,326,0.999992957,-0.046574811,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.833447705,0.341056939,Inf,1,-0.445207491,0.656169814,0.833447705,0.021523317,0.025824436,tumor16SProximity_v3,CNR2,127,0.018957346,6330,8,0.018404908,326,0.94489676,-0.262836416,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.95646912,0.261302431,Inf,1,-0.162912206,0.87058756,0.95646912,0.050130027,0.052411548,tumor16SProximity_v3,CNST,302,0.044549763,6330,15,0.04601227,326,0.988808022,-0.064209703,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.911829121,0.468504315,Inf,1,-0.17964459,0.857431596,0.911829121,0.012765582,0.013999972,tumor16SProximity_v3,CNTFR,78,0.012322275,6330,4,0.012269939,326,0.985871519,-0.133164609,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.389029155,1.009860579,Inf,1,0.451985165,0.65127967,1.389029155,0.009722421,0.006999436,tumor16SProximity_v3,CNTN1,58,0.008846761,6330,2,0.006134969,326,0.940777021,0.474076881,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.953579161,0.427110091,Inf,1,-0.106123276,0.915484544,0.953579161,0.024838843,0.026048014,tumor16SProximity_v3,CNTN2,141,0.018325434,6330,7,0.018404908,326,0.994967651,-0.068575387,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.089548786,1.494740821,Inf,1,1.030204763,0.302913894,2.089548786,0.01406704,0.006732095,tumor16SProximity_v3,CNTN4,87,0.013586098,6330,2,0.006134969,326,0.831164533,1.063191443,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.9330204,1.130100977,Inf,1,1.127352659,0.259593406,1.9330204,0.019215384,0.009940601,tumor16SProximity_v3,CNTN5,120,0.018799368,6330,3,0.009202454,326,0.815954845,0.950856863,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.965510047,0.301492342,Inf,1,-0.112401582,0.910505001,0.965510047,0.039428009,0.040836457,tumor16SProximity_v3,CNTRL,238,0.034439179,6330,12,0.036809816,326,0.994967651,-0.050636823,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.845964557,0.215532595,Inf,1,-0.656564742,0.511460826,0.845964557,0.054673401,0.064628478,tumor16SProximity_v3,COBL,324,0.047551343,6330,19,0.055214724,326,0.905218998,-0.241330874,NS or |log2FC| < 1
