Gene,Subset,Contrast,log2FC,Pr(>|t|),FDR
RPL28,Glioma,High - Low,0.736148267,0.011032622,0.035361108
RPL29,Glioma,High - Low,1.249529773,9.75E-05,0.002486691
RPL34,Glioma,High - Low,1.054957072,0.000519187,0.005655338
RPL35A,Glioma,High - Low,0.762210424,0.010055788,0.033314888
RPL37,Glioma,High - Low,0.84984953,0.006872797,0.025835638
RPL37A,Glioma,High - Low,0.944608759,0.001184208,0.009018428
RPL39,Glioma,High - Low,1.262407773,0.00216312,0.012667476
RPL36AL,Glioma,High - Low,0.55890631,0.012553718,0.038499352
SLC2A9,Glioma,High - Low,-0.72287949,0.109346836,0.183219622
ATP2B2,Glioma,High - Low,0.1800829,0.759940206,0.821287422
ATP2B3,Glioma,High - Low,-1.55605834,0.007699559,0.02784068
CD44,Glioma,High - Low,0.993935938,0.131933742,0.211533996
LMO3,Glioma,High - Low,0.186393371,0.745744294,0.809581283
TSR3,Glioma,High - Low,0.627034833,0.000305304,0.004326131
ZNF429,Glioma,High - Low,1.481852312,0.007762082,0.027958441
STX16,Glioma,High - Low,0.72217672,0.000675959,0.006512389
C16orf87,Glioma,High - Low,1.009005444,0.00187612,0.011564991
UBE2W,Glioma,High - Low,0.385098231,0.022128784,0.056765707
NDUFV3,Glioma,High - Low,0.817306431,6.11E-05,0.001989596
TM6SF2,Glioma,High - Low,-0.009687195,0.985863041,0.989566452
GRB10,Glioma,High - Low,1.617104091,0.020226794,0.053403794
GALK2,Glioma,High - Low,0.498990456,0.046059141,0.095661855
GDF6,Glioma,High - Low,-0.485563323,0.292798615,0.395710243
GGA1,Glioma,High - Low,0.737921334,0.015707657,0.044933441
TIMM50,Glioma,High - Low,1.007604044,0.003663339,0.017247067
PDE9A,Glioma,High - Low,1.728638425,0.002056681,0.012256769
ALKBH2,Glioma,High - Low,2.298817496,0.000277067,0.004131704
OR2A14,Glioma,High - Low,0.478379497,0.490469218,0.588985918
ETFRF1,Glioma,High - Low,0.845143535,0.076448737,0.140188138
ZNF425,Glioma,High - Low,0.570318331,0.285236861,0.387930427
SPOPL,Glioma,High - Low,1.308736378,0.006268589,0.024463379
ANO7,Glioma,High - Low,1.407894592,0.006039428,0.023860661
ZNF470,Glioma,High - Low,0.219072527,0.33623073,0.440405417
ARHGEF37,Glioma,High - Low,-0.599830591,0.072641751,0.134965012
OR4F15,Glioma,High - Low,-0.471203571,0.322389805,0.427058854
MED11,Glioma,High - Low,1.653240637,0.00366548,0.017250946
C4orf3,Glioma,High - Low,0.498722507,0.002699992,0.014441868
ATP1B1,Glioma,High - Low,-0.852070863,0.022218249,0.056950573
TOMM5,Glioma,High - Low,0.642556103,0.011635809,0.036639645
DENND6B,Glioma,High - Low,-0.122300585,0.63296436,0.716841309
C8orf82,Glioma,High - Low,1.197022204,0.000319496,0.004456468
OR2T35,Glioma,High - Low,0.354459512,0.565182437,0.656837711
PIM3,Glioma,High - Low,0.646433606,0.116505911,0.192093174
ARMH4,Glioma,High - Low,0.677341,0.017605834,0.048427139
TTC3,Glioma,High - Low,1.058623213,0.000112405,0.002692207
OR52J3,Glioma,High - Low,0.810564558,0.048291026,0.099087039
OR56A1,Glioma,High - Low,0.479297292,0.280627603,0.383214143
PPARA,Glioma,High - Low,2.03445983,9.39E-06,0.000833582
AFAP1L2,Glioma,High - Low,0.324192148,0.686017045,0.761317272
ATP5F1A,Glioma,High - Low,0.564223708,0.007056154,0.026350074
C9orf47,Glioma,High - Low,-0.111683107,0.834305216,0.877767773
OR4C13,Glioma,High - Low,1.05919486,0.061847498,0.118996223
OR14A16,Glioma,High - Low,-0.12375446,0.802892301,0.855560258
PLEKHA1,Glioma,High - Low,0.461427416,0.109612451,0.183594194
PAMR1,Glioma,High - Low,-0.319641117,0.50752877,0.605198013
GPM6B,Glioma,High - Low,0.808575427,0.110461358,0.184666586
EXOSC10,Glioma,High - Low,0.354010037,0.189613477,0.281028895
RPLP0,Glioma,High - Low,1.351192887,0.001464113,0.009950347
GMPR2,Glioma,High - Low,1.008097491,0.000409586,0.005015667
HCFC1R1,Glioma,High - Low,0.441915899,0.03539247,0.079117912
PFKL,Glioma,High - Low,0.138237988,0.398597689,0.502633106
ATP5MC1,Glioma,High - Low,0.512644567,0.024626293,0.061032001
C4B,Glioma,High - Low,0.031761367,0.946362256,0.962087197
ECHDC1,Glioma,High - Low,0.640843327,0.048842979,0.099897395
ATP5MC2,Glioma,High - Low,0.383042693,0.204238179,0.298247879
AFTPH,Glioma,High - Low,0.990560178,0.012943005,0.039330195
SUMO4,Glioma,High - Low,0.544890969,0.227024607,0.324076884
LCLAT1,Glioma,High - Low,0.608670343,0.012400472,0.03819322
ATP5MC3,Glioma,High - Low,0.427842458,0.03621833,0.080387623
ZFYVE27,Glioma,High - Low,0.443997399,0.024889755,0.061510299
EPSTI1,Glioma,High - Low,0.231672113,0.787351403,0.842703501
EXOSC3,Glioma,High - Low,0.823483877,0.001191058,0.009018428
SFR1,Glioma,High - Low,1.18049826,0.016898261,0.047114338
RAB11FIP1,Glioma,High - Low,0.052393535,0.911834425,0.936217701
ZNF787,Glioma,High - Low,0.512044537,0.039463719,0.085432948
INPP5J,Glioma,High - Low,0.39481894,0.365619528,0.470472381
ANXA2,Glioma,High - Low,0.657158778,0.336232533,0.440405417
BTBD7,Glioma,High - Low,1.026169716,0.066667163,0.125973901
THOC5,Glioma,High - Low,0.823453188,0.00424533,0.018996619
CBY1,Glioma,High - Low,0.520570483,0.074441035,0.137566191
OR8G1,Glioma,High - Low,1.195947283,0.070743928,0.132076179
GPATCH8,Glioma,High - Low,1.13554256,0.0275071,0.066094781
ERICH3,Glioma,High - Low,-0.549884784,0.292633655,0.395647712
PTRH1,Glioma,High - Low,0.483360075,0.285214869,0.387930427
KCTD11,Glioma,High - Low,1.164014837,0.061226457,0.118066583
POLR1F,Glioma,High - Low,1.266810476,0.026586968,0.064474499
RPLP1,Glioma,High - Low,0.953103395,0.008730011,0.030399476
BICD1,Glioma,High - Low,1.882366408,0.004989579,0.020888802
CACNA1I,Glioma,High - Low,0.060416534,0.925023944,0.946346187
SMAD2,Glioma,High - Low,0.830434085,0.005014408,0.02096221
STUM,Glioma,High - Low,0.331757917,0.468888405,0.568545647
LDLRAD4,Glioma,High - Low,0.107678702,0.558183631,0.650899384
C11orf49,Glioma,High - Low,0.772144566,0.005640578,0.022786819
LEPR,Glioma,High - Low,-0.362104091,0.470703647,0.570163445
HMGXB4,Glioma,High - Low,0.780942259,0.025092874,0.061895441
UQCR10,Glioma,High - Low,0.687543529,0.019701579,0.052365566
BRPF1,Glioma,High - Low,1.439738452,0.001980059,0.011979856
ARHGEF35,Glioma,High - Low,0.823626672,0.085262793,0.152112662
ATP5PF,Glioma,High - Low,0.570562224,6.53E-05,0.002050438
MTFP1,Glioma,High - Low,0.848511321,0.055527411,0.109498324
OSBPL8,Glioma,High - Low,0.917052781,0.00668075,0.025339242
GLE1,Glioma,High - Low,1.271974278,0.001584687,0.01048424
ERLIN2,Glioma,High - Low,1.378437695,0.004248829,0.019005637
RBMS3,Glioma,High - Low,0.958252799,0.123166094,0.200481447
GTF2IRD2B,Glioma,High - Low,1.25610206,0.01238361,0.03816392
SMARCD3,Glioma,High - Low,0.728395425,0.003640944,0.017178697
DMAC2L,Glioma,High - Low,0.705675974,0.036392493,0.080733127
DLGAP1,Glioma,High - Low,0.543407448,0.428265543,0.531193706
SP5,Glioma,High - Low,-1.134967593,0.011287728,0.035869525
MED15,Glioma,High - Low,0.678521949,0.020762671,0.054423554
MANBAL,Glioma,High - Low,0.808573871,0.000381266,0.004841813
HBM,Glioma,High - Low,0.802257247,0.095049549,0.164832283
BMF,Glioma,High - Low,0.069282478,0.910382084,0.935019817
OGDH,Glioma,High - Low,1.469745002,0.000784851,0.007131197
RPLP2,Glioma,High - Low,1.023504777,0.002832332,0.014899044
LRRC29,Glioma,High - Low,1.333641498,0.017045101,0.04743284
NOMO3,Glioma,High - Low,0.64829075,0.00362153,0.017112415
GRK6,Glioma,High - Low,0.409223445,0.462571642,0.563128824
QSOX1,Glioma,High - Low,1.530782589,0.006000568,0.023786084
OR10AD1,Glioma,High - Low,-0.288865658,0.469709551,0.569172342
ZNF740,Glioma,High - Low,2.772765358,7.34E-05,0.002183437
RTP2,Glioma,High - Low,-0.986140822,0.10068352,0.171960518
AGMO,Glioma,High - Low,0.838941277,0.288518934,0.391296706
ZNF705A,Glioma,High - Low,0.33890603,0.414141759,0.51754873
RNASEK,Glioma,High - Low,0.52554006,0.004910508,0.020683214
TRIM67,Glioma,High - Low,1.513177687,0.015489321,0.044513098
SPDYE3,Glioma,High - Low,0.001198639,0.99779567,0.99862968
FGFRL1,Glioma,High - Low,0.708317755,0.2003229,0.293775507
DPP10,Glioma,High - Low,-0.327039062,0.538482444,0.632829247
CLEC2D,Glioma,High - Low,0.742641658,0.080201084,0.145439444
PLA2G6,Glioma,High - Low,0.835485312,0.006626744,0.025203916
METRNL,Glioma,High - Low,1.140833852,0.181833573,0.271681727
LINGO4,Glioma,High - Low,-0.22159142,0.618075335,0.703697029
OR1B1,Glioma,High - Low,0.20906741,0.622522341,0.707893435
OR10A6,Glioma,High - Low,-0.170303739,0.698917835,0.772230482
OR10G4,Glioma,High - Low,0.605794463,0.336870912,0.44097689
OR11H6,Glioma,High - Low,0.273001186,0.496560266,0.594881834
OR13C8,Glioma,High - Low,-1.089134605,0.030516953,0.071369302
OR2A25,Glioma,High - Low,0.084893268,0.834369639,0.877767773
OR2B11,Glioma,High - Low,-0.376647519,0.442783905,0.545019241
OR2L2,Glioma,High - Low,0.020091006,0.975692086,0.983125787
OR2M2,Glioma,High - Low,-0.940748778,0.06980446,0.130799845
OR2M5,Glioma,High - Low,0.44323316,0.569318053,0.660295975
OR2T12,Glioma,High - Low,-0.42092852,0.581317713,0.67094436
OR2T5,Glioma,High - Low,0.572541474,0.349194667,0.453527009
OR4C46,Glioma,High - Low,0.639080427,0.342115851,0.446281044
OR4K14,Glioma,High - Low,-0.814182478,0.079139279,0.144006003
NCK2,Glioma,High - Low,0.438860938,0.076927459,0.140868703
OR4N5,Glioma,High - Low,0.39462004,0.302034077,0.405634647
OR4S1,Glioma,High - Low,1.041618187,0.097845741,0.168498525
OR5L1,Glioma,High - Low,0.988115549,0.280724742,0.383261573
OR5T1,Glioma,High - Low,-0.143800731,0.78974793,0.844578097
RPS3,Glioma,High - Low,1.109112631,0.002945993,0.015197748
SFMBT1,Glioma,High - Low,1.499527826,0.003270288,0.016117703
OR52E2,Glioma,High - Low,0.077447397,0.870087265,0.904490081
OR52E6,Glioma,High - Low,-0.102392028,0.769881411,0.829497804
OR52N4,Glioma,High - Low,-0.059471179,0.903652826,0.929785969
OR56A4,Glioma,High - Low,-0.355256436,0.061507631,0.118499031
TMEM198,Glioma,High - Low,1.449615796,0.006791344,0.02563987
LRRC55,Glioma,High - Low,1.233488193,0.091588079,0.160315871
LRRC52,Glioma,High - Low,0.385869732,0.426705968,0.529672651
OR2J3,Glioma,High - Low,-0.582498607,0.116450179,0.192049653
FRG2,Glioma,High - Low,0.752786619,0.122427408,0.199693789
OR4N4,Glioma,High - Low,0.075333795,0.875726995,0.909125717
OR5M11,Glioma,High - Low,0.177893443,0.716182223,0.785933605
OR4C12,Glioma,High - Low,0.379292651,0.553698444,0.64687907
CHD3,Glioma,High - Low,1.386802701,0.004810946,0.020463238
OR2AE1,Glioma,High - Low,-0.705470373,0.122648902,0.199955432
OR6B1,Glioma,High - Low,-0.33463536,0.385710391,0.490444416
OR9G4,Glioma,High - Low,0.497198137,0.271240688,0.372842972
OR6F1,Glioma,High - Low,0.13049193,0.741211063,0.805768552
OR52H1,Glioma,High - Low,0.527425387,0.286263372,0.389003251
SREBF1,Glioma,High - Low,-0.274345014,0.600762736,0.688531732
OR4F6,Glioma,High - Low,-0.632181876,0.053507918,0.10672329
HNRNPL,Glioma,High - Low,0.903445367,3.60E-06,0.000560819
RGS10,Glioma,High - Low,0.106039011,0.838746606,0.881215641
AK4,Glioma,High - Low,0.301012718,0.450047506,0.551677932
KDM2B,Glioma,High - Low,0.714039974,0.042588588,0.090326837
ZNF32,Glioma,High - Low,0.621482067,0.04430165,0.09300008
MTIF2,Glioma,High - Low,0.656165081,0.023528425,0.059191906
LRSAM1,Glioma,High - Low,1.332820764,0.001883849,0.011596256
ACTR2,Glioma,High - Low,0.436599697,0.036940291,0.081571031
NFASC,Glioma,High - Low,0.266025153,0.567621301,0.659028616
NEURL4,Glioma,High - Low,1.917551986,5.64E-06,0.000660851
SF3A1,Glioma,High - Low,0.754455612,0.002964133,0.01524927
MARCHF2,Glioma,High - Low,0.076072,0.551972723,0.645438856
B4GALT2,Glioma,High - Low,0.203032743,0.448419944,0.550287564
OR10G3,Glioma,High - Low,0.210659835,0.701535277,0.774142552
OR4B1,Glioma,High - Low,0.09244356,0.864797235,0.900778854
NFKBIZ,Glioma,High - Low,-0.400181066,0.206795435,0.300841403
OR2A2,Glioma,High - Low,0.645154552,0.294658089,0.3974818
OR5J2,Glioma,High - Low,-0.584482345,0.109305781,0.183174273
CPM,Glioma,High - Low,0.779165186,0.223993114,0.320833808
OR4F21,Glioma,High - Low,0.318596581,0.533125163,0.628168445
CACNA2D2,Glioma,High - Low,-0.468721174,0.411632502,0.5149044
OR4A47,Glioma,High - Low,0.915111487,0.223925232,0.32077167
OR6C65,Glioma,High - Low,-0.464006834,0.237088292,0.335734048
SF3B1,Glioma,High - Low,0.558010619,0.003414292,0.016526185
EDA,Glioma,High - Low,0.323522433,0.522715964,0.618911207
ITGB4,Glioma,High - Low,0.202684954,0.725642775,0.793853681
CHEK2,Glioma,High - Low,0.417049835,0.454307987,0.555651983
VPS54,Glioma,High - Low,1.122306074,0.001573596,0.01044252
GBA,Glioma,High - Low,1.411093503,7.62E-05,0.002217869
NUMB,Glioma,High - Low,0.513739831,0.196155231,0.288789741
WASHC2A,Glioma,High - Low,0.701348928,0.015148748,0.043900522
HAO2,Glioma,High - Low,-0.655719799,0.084196174,0.15078382
ADAM9,Glioma,High - Low,0.699779302,0.029121167,0.068823725
ZNF835,Glioma,High - Low,0.29380587,0.513843262,0.610877895
ZNF780B,Glioma,High - Low,2.728357791,8.32E-08,8.24E-05
ATP8B2,Glioma,High - Low,0.847151082,0.007286497,0.026889639
ERBB2,Glioma,High - Low,0.388033397,0.537487465,0.63211384
IP6K2,Glioma,High - Low,0.836965375,0.003849186,0.017758065
ERBB3,Glioma,High - Low,0.079426735,0.918748725,0.941471163
KRTAP5-1,Glioma,High - Low,0.453554931,0.359323754,0.4637841
RPS3A,Glioma,High - Low,1.31200909,0.000199738,0.003486899
YBEY,Glioma,High - Low,1.447741752,0.005462019,0.02225529
DIPK1A,Glioma,High - Low,0.274621226,0.430816441,0.533498503
LRRC37A2,Glioma,High - Low,0.629911814,0.044332497,0.093049918
TCEAL9,Glioma,High - Low,0.674330884,0.015082719,0.043786706
MAPKAP1,Glioma,High - Low,0.746665022,0.003171014,0.015815575
ARHGAP17,Glioma,High - Low,1.014024372,0.000766559,0.007028581
TCEAL1,Glioma,High - Low,1.027162737,0.001149365,0.008904597
SLC25A25,Glioma,High - Low,0.748366642,0.022793438,0.057906032
WDR35,Glioma,High - Low,1.764470428,0.001522279,0.010231621
CR2,Glioma,High - Low,1.025859057,0.082079079,0.147943472
SPIN2B,Glioma,High - Low,0.661323014,0.170497298,0.258307273
TCEAL4,Glioma,High - Low,0.853694899,0.00019802,0.003466147
ALG3,Glioma,High - Low,1.17960368,0.054928519,0.108719441
LRIF1,Glioma,High - Low,0.67022169,0.147632679,0.230888332
UHRF1BP1L,Glioma,High - Low,1.337861801,0.002754233,0.014629277
RPS4X,Glioma,High - Low,1.262812952,0.000804926,0.007263195
ATN1,Glioma,High - Low,0.730581998,0.005218224,0.021566354
ALG8,Glioma,High - Low,1.061743446,0.11289568,0.187772248
SDCBP,Glioma,High - Low,0.682801432,0.025772746,0.063057668
KLHL5,Glioma,High - Low,0.744741529,0.031306028,0.072649739
RESP18,Glioma,High - Low,1.052245392,0.106946827,0.180236171
NTRK2,Glioma,High - Low,0.316697388,0.668087214,0.74699111
SCP2,Glioma,High - Low,0.885605108,0.007741787,0.027931445
ZNF484,Glioma,High - Low,0.894774098,0.002054582,0.012256137
ZNF483,Glioma,High - Low,-0.452109143,0.102162012,0.173941122
IGIP,Glioma,High - Low,0.311150601,0.154548925,0.239610311
IGF2BP2,Glioma,High - Low,1.590736888,0.010032207,0.033290591
SPOP,Glioma,High - Low,0.68276464,1.93E-06,0.000414683
BRWD1,Glioma,High - Low,0.497327689,0.001256618,0.009234257
ERV3-1,Glioma,High - Low,1.0172008,0.011838711,0.037091229
SETD4,Glioma,High - Low,1.362909349,0.010940132,0.035142087
GEMIN7,Glioma,High - Low,0.681155695,0.061619437,0.118696967
EI24,Glioma,High - Low,1.061134522,0.016695073,0.046716947
RASL10A,Glioma,High - Low,0.152518776,0.765996254,0.826059547
RWDD1,Glioma,High - Low,0.421033694,0.012161659,0.037697113
TULP4,Glioma,High - Low,0.611411551,0.166670832,0.253793
HCST,Glioma,High - Low,0.564205496,0.439979917,0.542383679
TRPM3,Glioma,High - Low,-0.607450524,0.451118714,0.552784027
NWD1,Glioma,High - Low,-0.95099232,0.047946868,0.098597196
LMBRD2,Glioma,High - Low,0.579553452,0.001532762,0.010272875
STH,Glioma,High - Low,0.964111688,0.050174404,0.101944984
SS18,Glioma,High - Low,0.523607824,0.000570282,0.005925325
IRGQ,Glioma,High - Low,1.457562004,0.001860342,0.01151653
IGFBPL1,Glioma,High - Low,0.473589731,0.540405369,0.634747241
TFG,Glioma,High - Low,0.989201273,1.14E-05,0.000932774
RPS4Y1,Glioma,High - Low,1.170562905,0.384782551,0.489645051
OPTN,Glioma,High - Low,-0.884265495,0.003570519,0.016982414
COA5,Glioma,High - Low,0.542454458,0.000581449,0.005999145
SAXO2,Glioma,High - Low,-0.033419566,0.944361217,0.960649632
MOG,Glioma,High - Low,-1.757781977,0.101079773,0.172547257
C18orf25,Glioma,High - Low,0.659747527,0.009923744,0.033059532
TAGLN3,Glioma,High - Low,0.051291496,0.939593513,0.957138245
TRIM72,Glioma,High - Low,0.293469434,0.645691736,0.726999268
CISD2,Glioma,High - Low,0.679773464,0.047766307,0.098318544
C4orf46,Glioma,High - Low,1.000340825,0.057835848,0.113156718
EID3,Glioma,High - Low,1.216557149,0.03657178,0.081034745
LAMTOR4,Glioma,High - Low,1.085822321,2.21E-05,0.001281426
WDHD1,Glioma,High - Low,-0.216343962,0.660364548,0.740758157
ZNF761,Glioma,High - Low,0.721083517,0.012893958,0.039251473
BCAP29,Glioma,High - Low,0.582768346,0.069505418,0.130302755
TTLL9,Glioma,High - Low,0.836112181,0.117403358,0.193256496
STEAP3,Glioma,High - Low,0.754106893,0.168864495,0.256355213
SLC41A3,Glioma,High - Low,0.502183073,0.104008491,0.176259795
KLF6,Glioma,High - Low,0.606554223,0.316175597,0.420951513
SEPTIN2,Glioma,High - Low,0.84843978,0.001468495,0.009957016
TMEM64,Glioma,High - Low,1.100274598,0.007697496,0.02784068
LGMN,Glioma,High - Low,-0.041084022,0.886222561,0.916533333
SLC7A2,Glioma,High - Low,-0.15540713,0.809455564,0.860001902
MXI1,Glioma,High - Low,0.284607621,0.372362135,0.47708557
TPST2,Glioma,High - Low,1.672470625,0.00931282,0.031704236
KYAT3,Glioma,High - Low,0.964711908,0.045205397,0.09442793
THAP7,Glioma,High - Low,0.327207863,0.104859768,0.177335177
TFIP11,Glioma,High - Low,0.966924415,0.073810228,0.136593261
ADGRL1,Glioma,High - Low,0.831144102,0.012640813,0.038689557
SMIM29,Glioma,High - Low,0.401335095,0.233277079,0.331232707
RBPMS,Glioma,High - Low,1.353150561,0.003818601,0.017696959
WDR89,Glioma,High - Low,-0.066590092,0.687725602,0.762648755
ZNF121,Glioma,High - Low,1.233237662,0.000364978,0.004721991
FNIP1,Glioma,High - Low,0.705116168,0.002933232,0.015179767
C6orf226,Glioma,High - Low,0.542674628,0.234233641,0.332410695
TDP1,Glioma,High - Low,0.28450221,0.475829913,0.5751515
RAB19,Glioma,High - Low,-0.178330285,0.720553499,0.789564559
FAT3,Glioma,High - Low,0.763029695,0.120766196,0.1975502
SLC35D3,Glioma,High - Low,-0.048751738,0.917245354,0.940224961
CCT3,Glioma,High - Low,1.447100914,2.69E-05,0.001348137
NIPA2,Glioma,High - Low,1.551543441,0.000209227,0.003557666
TCP1,Glioma,High - Low,0.971261586,0.008637777,0.030182658
ACSL6,Glioma,High - Low,0.571786914,0.526509386,0.622277251
PPP2CB,Glioma,High - Low,0.730613463,0.001338611,0.009514572
MFAP3L,Glioma,High - Low,0.59901972,0.368087014,0.473043117
SH3D19,Glioma,High - Low,0.6874481,0.26735105,0.368737733
CLSTN1,Glioma,High - Low,-0.256742483,0.349658492,0.453859287
CADPS2,Glioma,High - Low,-0.192594031,0.699416317,0.772620394
ARMCX6,Glioma,High - Low,1.987173117,0.000135866,0.002934234
SLX4IP,Glioma,High - Low,1.422045635,0.024337299,0.060579517
CEP131,Glioma,High - Low,0.426586291,0.468025533,0.567949166
BRD9,Glioma,High - Low,0.577341045,0.036123474,0.080285969
KIAA0930,Glioma,High - Low,-0.316565326,0.11271032,0.187511591
C12orf29,Glioma,High - Low,0.453005512,0.125957409,0.204056001
B3GNTL1,Glioma,High - Low,1.214576164,0.03765471,0.082660092
LUZP2,Glioma,High - Low,1.531503103,0.019752795,0.05244148
TMEM230,Glioma,High - Low,0.784945287,0.024376316,0.060653573
HRNR,Glioma,High - Low,-0.756567925,0.115209098,0.190554917
DNASE1L1,Glioma,High - Low,1.006798753,0.043174311,0.091233255
ANKRD16,Glioma,High - Low,0.931351238,0.03028798,0.07094106
PKD1,Glioma,High - Low,0.876942628,0.005984025,0.023747558
SSBP3,Glioma,High - Low,0.254369592,0.477766939,0.577013424
ERMN,Glioma,High - Low,-1.809361402,0.047861875,0.098484288
DNAAF9,Glioma,High - Low,0.235737879,0.251532377,0.351586785
SYTL3,Glioma,High - Low,-0.77467585,0.02542021,0.062455773
FAM168B,Glioma,High - Low,0.636369391,0.134388317,0.214683221
